WP, 02, 1981041200,   , XRQA,   0,  40N, 1618E,  15,    0, DB
WP, 02, 1981041206,   , XRQA,   0,  43N, 1610E,  15,    0, DB
WP, 02, 1981041212,   , XRQA,   0,  46N, 1603E,  15,    0, DB
WP, 02, 1981041218,   , XRQA,   0,  49N, 1597E,  15,    0, DB
WP, 02, 1981041300,   , XRQA,   0,  53N, 1592E,  20,    0, DB
WP, 02, 1981041306,   , XRQA,   0,  57N, 1588E,  20,    0, DB
WP, 02, 1981041312,   , XRQA,   0,  60N, 1585E,  20,    0, DB
WP, 02, 1981041318,   , XRQA,   0,  61N, 1580E,  25,    0, TD
WP, 02, 1981041400,   , XRQA,   0,  61N, 1575E,  25,    0, TD
WP, 02, 1981041406,   , XRQA,   0,  57N, 1571E,  25,    0, TD
WP, 02, 1981041412,   , XRQA,   0,  54N, 1565E,  30,    0, TD
WP, 02, 1981041418,   , XRQA,   0,  55N, 1557E,  30,    0, TD
WP, 02, 1981041500,   , XRQA,   0,  55N, 1548E,  35,    0, TS
WP, 02, 1981041506,   , XRQA,   0,  55N, 1539E,  40,    0, TS
WP, 02, 1981041512,   , XRQA,   0,  57N, 1529E,  45,    0, TS
WP, 02, 1981041518,   , XRQA,   0,  60N, 1520E,  40,    0, TS
WP, 02, 1981041600,   , XRQA,   0,  63N, 1511E,  35,    0, TS
WP, 02, 1981041606,   , XRQA,   0,  72N, 1495E,  40,    0, TS
WP, 02, 1981041612,   , XRQA,   0,  79N, 1479E,  50,    0, TS
WP, 02, 1981041618,   , XRQA,   0,  84N, 1466E,  75,    0, TY
WP, 02, 1981041700,   , XRQA,   0,  90N, 1461E,  55,    0, TS
WP, 02, 1981041706,   , XRQA,   0, 100N, 1459E,  35,    0, TS
WP, 02, 1981041712,   , XRQA,   0, 110N, 1458E,  30,    0, TD
WP, 02, 1981041718,   , XRQA,   0, 117N, 1457E,  40,    0, TS
WP, 02, 1981041800,   , XRQA,   0, 122N, 1457E,  45,    0, TS
WP, 02, 1981041806,   , XRQA,   0, 128N, 1459E,  45,    0, TS
WP, 02, 1981041812,   , XRQA,   0, 134N, 1461E,  50,    0, TS
WP, 02, 1981041818,   , XRQA,   0, 140N, 1466E,  50,    0, TS
WP, 02, 1981041900,   , XRQA,   0, 147N, 1470E,  60,    0, TS
WP, 02, 1981041903,   , XRQA,   0, 150N, 1470E,  70,    0, TY
WP, 02, 1981041906,   , XRQA,   0, 152N, 1469E,  55,    0, TS
WP, 02, 1981041912,   , XRQA,   0, 156N, 1465E,  45,    0, TS
WP, 02, 1981041918,   , XRQA,   0, 156N, 1467E,  35,    0, TS
WP, 02, 1981042000,   , XRQA,   0, 156N, 1466E,  40,    0, TS
WP, 02, 1981042006,   , XRQA,   0, 155N, 1455E,  30,    0, TD
WP, 02, 1981042012,   , XRQA,   0, 161N, 1451E,  30,    0, TD
WP, 02, 1981042018,   , XRQA,   0, 170N, 1450E,  30,    0, TD
WP, 02, 1981042100,   , XRQA,   0, 176N, 1451E,  30,    0, TD
WP, 02, 1981042106,   , XRQA,   0, 183N, 1453E,  35,    0, SS
WP, 02, 1981042112,   , XRQA,   0, 191N, 1455E,  35,    0, SS
WP, 02, 1981042118,   , XRQA,   0, 199N, 1460E,  35,    0, SS
WP, 02, 1981042200,   , XRQA,   0, 207N, 1465E,  30,    0, SD
WP, 02, 1981042206,   , XRQA,   0, 216N, 1471E,  30,    0, SD
WP, 02, 1981042212,   , XRQA,   0, 223N, 1480E,  30,    0, SD
WP, 02, 1981042218,   , XRQA,   0, 230N, 1488E,  30,    0, SD
WP, 02, 1981042300,   , XRQA,   0, 235N, 1500E,  30,    0, EX
WP, 02, 1981042306,   , XRQA,   0, 242N, 1513E,  30,    0, EX
WP, 02, 1981042312,   , XRQA,   0, 246N, 1530E,  30,    0, EX
WP, 02, 1981042318,   , XRQA,   0, 250N, 1550E,  30,    0, EX
