WP, 09, 2002062400,   , XRQA,   0,  79N, 1482E,  15,    0, DB
WP, 09, 2002062406,   , XRQA,   0,  82N, 1472E,  15,    0, DB
WP, 09, 2002062412,   , XRQA,   0,  84N, 1460E,  15,    0, DB
WP, 09, 2002062418,   , XRQA,   0,  86N, 1447E,  15,    0, DB
WP, 09, 2002062500,   , XRQA,   0,  85N, 1437E,  15,    0, DB
WP, 09, 2002062506,   , XRQA,   0,  85N, 1427E,  20,    0, DB
WP, 09, 2002062512,   , XRQA,   0,  86N, 1418E,  20,    0, DB
WP, 09, 2002062518,   , XRQA,   0,  87N, 1409E,  20,    0, DB
WP, 09, 2002062600,   , XRQA,   0,  89N, 1402E,  20,    0, DB
WP, 09, 2002062606,   , XRQA,   0,  92N, 1396E,  20,    0, DB
WP, 09, 2002062612,   , XRQA,   0,  96N, 1392E,  20,    0, DB
WP, 09, 2002062618,   , XRQA,   0, 100N, 1388E,  25,    0, TD
WP, 09, 2002062700,   , XRQA,   0, 103N, 1383E,  25,    0, TD
WP, 09, 2002062706,   , XRQA,   0, 103N, 1378E,  25,    0, TD
WP, 09, 2002062712,   , XRQA,   0, 103N, 1373E,  25,    0, TD
WP, 09, 2002062718,   , XRQA,   0, 103N, 1368E,  30,    0, TD
WP, 09, 2002062800,   , XRQA,   0, 101N, 1369E,  30,    0, TD
WP, 09, 2002062806,   , XRQA,   0, 102N, 1369E,  30,    0, TD
WP, 09, 2002062812,   , XRQA,   0, 105N, 1364E,  30,    0, TD
WP, 09, 2002062818,   , XRQA,   0, 108N, 1362E,  35,    0, TS
WP, 09, 2002062900,   , XRQA,   0, 111N, 1361E,  35,    0, MD
WP, 09, 2002062906,   , XRQA,   0, 113N, 1359E,  40,    0, TS
WP, 09, 2002062912,   , XRQA,   0, 116N, 1356E,  40,    0, TS
WP, 09, 2002062918,   , XRQA,   0, 120N, 1352E,  45,    0, TS
WP, 09, 2002063000,   , XRQA,   0, 126N, 1346E,  50,    0, TS
WP, 09, 2002063006,   , XRQA,   0, 132N, 1343E,  50,    0, TS
WP, 09, 2002063012,   , XRQA,   0, 137N, 1339E,  50,    0, TS
WP, 09, 2002063018,   , XRQA,   0, 143N, 1336E,  50,    0, TS
WP, 09, 2002070100,   , XRQA,   0, 152N, 1333E,  50,    0, TS
WP, 09, 2002070106,   , XRQA,   0, 163N, 1326E,  55,    0, TS
WP, 09, 2002070112,   , XRQA,   0, 175N, 1319E,  65,    0, TY
WP, 09, 2002070118,   , XRQA,   0, 187N, 1309E,  70,    0, TY
WP, 09, 2002070200,   , XRQA,   0, 194N, 1299E,  75,    0, TY
WP, 09, 2002070206,   , XRQA,   0, 203N, 1289E,  85,    0, TY
WP, 09, 2002070212,   , XRQA,   0, 211N, 1281E,  90,    0, TY
WP, 09, 2002070218,   , XRQA,   0, 223N, 1273E,  95,    0, TY
WP, 09, 2002070300,   , XRQA,   0, 232N, 1263E,  90,    0, TY
WP, 09, 2002070306,   , XRQA,   0, 238N, 1257E, 100,    0, TY
WP, 09, 2002070312,   , XRQA,   0, 247N, 1253E, 105,    0, TY
WP, 09, 2002070318,   , XRQA,   0, 256N, 1249E, 100,    0, TY
WP, 09, 2002070400,   , XRQA,   0, 268N, 1245E,  90,    0, TY
WP, 09, 2002070406,   , XRQA,   0, 279N, 1242E,  80,    0, TY
WP, 09, 2002070412,   , XRQA,   0, 292N, 1241E,  65,    0, TY
WP, 09, 2002070418,   , XRQA,   0, 307N, 1240E,  55,    0, TS
WP, 09, 2002070500,   , XRQA,   0, 321N, 1238E,  50,    0, TS
WP, 09, 2002070506,   , XRQA,   0, 328N, 1241E,  40,    0, TS
WP, 09, 2002070512,   , XRQA,   0, 339N, 1245E,  45,    0, EX
WP, 09, 2002070518,   , XRQA,   0, 351N, 1254E,  45,    0, EX
WP, 09, 2002070600,   , XRQA,   0, 366N, 1269E,  45,    0, EX
WP, 09, 2002070606,   , XRQA,   0, 376N, 1289E,  45,    0, EX
WP, 09, 2002070612,   , XRQA,   0, 385N, 1298E,  45,    0, EX
WP, 09, 2002070618,   , XRQA,   0, 393N, 1298E,  45,    0, EX
WP, 09, 2002070700,   , XRQA,   0, 396N, 1298E,  45,    0, EX
WP, 09, 2002070706,   , XRQA,   0, 398N, 1302E,  45,    0, EX
WP, 09, 2002070712,   , XRQA,   0, 403N, 1317E,  45,    0, EX
WP, 09, 2002070718,   , XRQA,   0, 404N, 1327E,  45,    0, EX
WP, 09, 2002070800,   , XRQA,   0, 406N, 1342E,  45,    0, EX
