WP, 09, 1994070800,   , XRQA,   0, 157N, 1170E,  25,    0, TD
WP, 09, 1994070806,   , XRQA,   0, 159N, 1166E,  30,    0, TD
WP, 09, 1994070812,   , XRQA,   0, 161N, 1162E,  30,    0, TD
WP, 09, 1994070818,   , XRQA,   0, 161N, 1158E,  35,    0, TS
WP, 09, 1994070900,   , XRQA,   0, 160N, 1156E,  45,    0, TS
WP, 09, 1994070906,   , XRQA,   0, 159N, 1153E,  40,    0, TS
WP, 09, 1994070912,   , XRQA,   0, 155N, 1152E,  35,    0, TS
WP, 09, 1994070918,   , XRQA,   0, 153N, 1156E,  40,    0, TS
WP, 09, 1994071000,   , XRQA,   0, 153N, 1164E,  40,    0, TS
WP, 09, 1994071006,   , XRQA,   0, 156N, 1178E,  35,    0, TS
WP, 09, 1994071012,   , XRQA,   0, 166N, 1189E,  40,    0, TS
WP, 09, 1994071018,   , XRQA,   0, 179N, 1196E,  40,    0, TS
WP, 09, 1994071100,   , XRQA,   0, 195N, 1198E,  40,    0, TS
WP, 09, 1994071106,   , XRQA,   0, 212N, 1195E,  35,    0, TS
WP, 09, 1994071112,   , XRQA,   0, 227N, 1190E,  30,    0, TD
WP, 09, 1994071118,   , XRQA,   0, 241N, 1183E,  25,    0, TD
