WP, 32, 1994093000,   , XRQA,   0,  75N, 1771E,  25,    0, TD
WP, 32, 1994093006,   , XRQA,   0,  76N, 1756E,  25,    0, TD
WP, 32, 1994093012,   , XRQA,   0,  76N, 1739E,  25,    0, TD
WP, 32, 1994093018,   , XRQA,   0,  77N, 1722E,  25,    0, TD
WP, 32, 1994100100,   , XRQA,   0,  79N, 1705E,  30,    0, TD
WP, 32, 1994100106,   , XRQA,   0,  81N, 1688E,  30,    0, TD
WP, 32, 1994100112,   , XRQA,   0,  83N, 1671E,  30,    0, TD
WP, 32, 1994100118,   , XRQA,   0,  86N, 1653E,  35,    0, TS
WP, 32, 1994100200,   , XRQA,   0,  89N, 1635E,  30,    0, TD
WP, 32, 1994100206,   , XRQA,   0,  92N, 1617E,  30,    0, TD
WP, 32, 1994100212,   , XRQA,   0,  98N, 1599E,  30,    0, TD
WP, 32, 1994100218,   , XRQA,   0, 100N, 1577E,  35,    0, TS
WP, 32, 1994100300,   , XRQA,   0, 102N, 1554E,  45,    0, TS
WP, 32, 1994100306,   , XRQA,   0, 103N, 1540E,  50,    0, TS
WP, 32, 1994100312,   , XRQA,   0, 105N, 1526E,  40,    0, TS
WP, 32, 1994100318,   , XRQA,   0, 109N, 1511E,  35,    0, TS
WP, 32, 1994100400,   , XRQA,   0, 113N, 1493E,  40,    0, TS
WP, 32, 1994100406,   , XRQA,   0, 114N, 1478E,  35,    0, TS
WP, 32, 1994100412,   , XRQA,   0, 115N, 1460E,  40,    0, TS
WP, 32, 1994100418,   , XRQA,   0, 117N, 1444E,  50,    0, TS
WP, 32, 1994100500,   , XRQA,   0, 121N, 1429E,  50,    0, TS
WP, 32, 1994100506,   , XRQA,   0, 125N, 1411E,  45,    0, TS
WP, 32, 1994100512,   , XRQA,   0, 129N, 1395E,  55,    0, TS
WP, 32, 1994100518,   , XRQA,   0, 134N, 1376E,  75,    0, TY
WP, 32, 1994100600,   , XRQA,   0, 137N, 1360E, 100,    0, TY
WP, 32, 1994100606,   , XRQA,   0, 144N, 1345E, 105,    0, TY
WP, 32, 1994100612,   , XRQA,   0, 150N, 1331E,  95,    0, TY
WP, 32, 1994100615,   , XRQA,   0, 153N, 1322E, 125,    0, TY
WP, 32, 1994100618,   , XRQA,   0, 157N, 1314E, 110,    0, TY
WP, 32, 1994100700,   , XRQA,   0, 162N, 1299E, 115,    0, TY
WP, 32, 1994100706,   , XRQA,   0, 170N, 1285E, 145,    0, ST
WP, 32, 1994100712,   , XRQA,   0, 176N, 1274E, 150,    0, ST
WP, 32, 1994100718,   , XRQA,   0, 183N, 1264E, 135,    0, ST
WP, 32, 1994100800,   , XRQA,   0, 191N, 1256E, 110,    0, TY
WP, 32, 1994100806,   , XRQA,   0, 198N, 1250E, 100,    0, TY
WP, 32, 1994100812,   , XRQA,   0, 206N, 1245E,  95,    0, TY
WP, 32, 1994100818,   , XRQA,   0, 213N, 1241E, 105,    0, TY
WP, 32, 1994100900,   , XRQA,   0, 220N, 1239E, 100,    0, TY
WP, 32, 1994100906,   , XRQA,   0, 230N, 1239E,  95,    0, TY
WP, 32, 1994100912,   , XRQA,   0, 242N, 1236E,  85,    0, TY
WP, 32, 1994100918,   , XRQA,   0, 251N, 1232E,  75,    0, TY
WP, 32, 1994101000,   , XRQA,   0, 258N, 1227E,  85,    0, TY
WP, 32, 1994101006,   , XRQA,   0, 264N, 1227E,  80,    0, TY
WP, 32, 1994101012,   , XRQA,   0, 273N, 1229E,  75,    0, TY
WP, 32, 1994101018,   , XRQA,   0, 283N, 1233E,  55,    0, TS
WP, 32, 1994101100,   , XRQA,   0, 295N, 1237E,  50,    0, TS
WP, 32, 1994101106,   , XRQA,   0, 306N, 1242E,  40,    0, TS
WP, 32, 1994101112,   , XRQA,   0, 320N, 1251E,  40,    0, EX
WP, 32, 1994101118,   , XRQA,   0, 338N, 1267E,  35,    0, EX
WP, 32, 1994101200,   , XRQA,   0, 366N, 1291E,  45,    0, EX
WP, 32, 1994101206,   , XRQA,   0, 393N, 1315E,  45,    0, EX
WP, 32, 1994101212,   , XRQA,   0, 421N, 1340E,  50,    0, EX
WP, 32, 1994101218,   , XRQA,   0, 451N, 1372E,  50,    0, EX
WP, 32, 1994101300,   , XRQA,   0, 461N, 1400E,  50,    0, EX
WP, 32, 1994101306,   , XRQA,   0, 470N, 1420E,  50,    0, EX
WP, 32, 1994101312,   , XRQA,   0, 481N, 1450E,  50,    0, EX
WP, 32, 1994101318,   , XRQA,   0, 486N, 1472E,  50,    0, EX
WP, 32, 1994101400,   , XRQA,   0, 490N, 1500E,  50,    0, EX
WP, 32, 1994101406,   , XRQA,   0, 490N, 1540E,  60,    0, EX
WP, 32, 1994101412,   , XRQA,   0, 495N, 1570E,  65,    0, EX
WP, 32, 1994101418,   , XRQA,   0, 500N, 1600E,  65,    0, EX
WP, 32, 1994101500,   , XRQA,   0, 505N, 1630E,  65,    0, EX
WP, 32, 1994101506,   , XRQA,   0, 510N, 1650E,  65,    0, EX
WP, 32, 1994101512,   , XRQA,   0, 510N, 1670E,  65,    0, EX
WP, 32, 1994101518,   , XRQA,   0, 515N, 1695E,  65,    0, EX
WP, 32, 1994101600,   , XRQA,   0, 515N, 1720E,  65,    0, EX
WP, 32, 1994101606,   , XRQA,   0, 515N, 1745E,  65,    0, EX
WP, 32, 1994101612,   , XRQA,   0, 515N, 1775E,  65,    0, EX
WP, 32, 1994101618,   , XRQA,   0, 515N, 1780W,  65,    0, EX
