WP, 21, 1994082000,   , XRQA,   0, 100N, 1435E,  25,    0, TD
WP, 21, 1994082006,   , XRQA,   0, 105N, 1425E,  25,    0, TD
WP, 21, 1994082012,   , XRQA,   0, 110N, 1415E,  25,    0, TD
WP, 21, 1994082018,   , XRQA,   0, 115N, 1405E,  25,    0, TD
WP, 21, 1994082100,   , XRQA,   0, 120N, 1395E,  25,    0, TD
WP, 21, 1994082106,   , XRQA,   0, 125N, 1385E,  25,    0, TD
WP, 21, 1994082112,   , XRQA,   0, 129N, 1374E,  25,    0, TD
WP, 21, 1994082118,   , XRQA,   0, 133N, 1363E,  25,    0, TD
WP, 21, 1994082200,   , XRQA,   0, 137N, 1352E,  25,    0, TD
WP, 21, 1994082206,   , XRQA,   0, 140N, 1340E,  25,    0, TD
WP, 21, 1994082212,   , XRQA,   0, 143N, 1328E,  25,    0, TD
WP, 21, 1994082218,   , XRQA,   0, 146N, 1316E,  25,    0, TD
WP, 21, 1994082300,   , XRQA,   0, 149N, 1304E,  25,    0, TD
WP, 21, 1994082306,   , XRQA,   0, 152N, 1292E,  25,    0, TD
WP, 21, 1994082312,   , XRQA,   0, 156N, 1280E,  25,    0, TD
WP, 21, 1994082318,   , XRQA,   0, 160N, 1268E,  25,    0, TD
WP, 21, 1994082400,   , XRQA,   0, 162N, 1253E,  25,    0, TD
WP, 21, 1994082406,   , XRQA,   0, 165N, 1237E,  30,    0, TD
WP, 21, 1994082412,   , XRQA,   0, 167N, 1220E,  30,    0, TD
WP, 21, 1994082418,   , XRQA,   0, 168N, 1207E,  30,    0, TD
WP, 21, 1994082500,   , XRQA,   0, 172N, 1198E,  30,    0, TD
WP, 21, 1994082506,   , XRQA,   0, 177N, 1189E,  40,    0, TS
WP, 21, 1994082512,   , XRQA,   0, 181N, 1180E,  45,    0, TS
WP, 21, 1994082518,   , XRQA,   0, 184N, 1170E,  45,    0, TS
WP, 21, 1994082600,   , XRQA,   0, 187N, 1161E,  45,    0, TS
WP, 21, 1994082606,   , XRQA,   0, 192N, 1151E,  45,    0, TS
WP, 21, 1994082612,   , XRQA,   0, 196N, 1141E,  50,    0, TS
WP, 21, 1994082618,   , XRQA,   0, 199N, 1132E,  50,    0, TS
WP, 21, 1994082700,   , XRQA,   0, 201N, 1122E,  60,    0, TS
WP, 21, 1994082706,   , XRQA,   0, 203N, 1115E,  65,    0, TY
WP, 21, 1994082712,   , XRQA,   0, 203N, 1107E,  65,    0, TY
WP, 21, 1994082718,   , XRQA,   0, 204N, 1100E,  50,    0, TS
WP, 21, 1994082800,   , XRQA,   0, 204N, 1094E,  45,    0, TS
WP, 21, 1994082806,   , XRQA,   0, 207N, 1086E,  50,    0, TS
WP, 21, 1994082812,   , XRQA,   0, 210N, 1078E,  65,    0, TY
WP, 21, 1994082818,   , XRQA,   0, 211N, 1066E,  50,    0, TS
WP, 21, 1994082900,   , XRQA,   0, 211N, 1054E,  35,    0, TS
WP, 21, 1994082906,   , XRQA,   0, 212N, 1044E,  30,    0, TD
WP, 21, 1994082912,   , XRQA,   0, 213N, 1035E,  25,    0, TD
WP, 21, 1994082918,   , XRQA,   0, 214N, 1026E,  25,    0, TD
