WP, 32, 2001122412,   , XRQA,   0,  25N, 1085E,  25,    0, DB
WP, 32, 2001122418,   , XRQA,   0,  23N, 1082E,  25,    0, DB
WP, 32, 2001122500,   , XRQA,   0,  22N, 1079E,  25,    0, DB
WP, 32, 2001122506,   , XRQA,   0,  21N, 1077E,  30,    0, TD
WP, 32, 2001122512,   , XRQA,   0,  19N, 1074E,  30,    0, TD
WP, 32, 2001122518,   , XRQA,   0,  18N, 1071E,  30,    0, TD
WP, 32, 2001122600,   , XRQA,   0,  17N, 1067E,  35,    0, TS
WP, 32, 2001122606,   , XRQA,   0,  15N, 1064E,  40,    0, TS
WP, 32, 2001122612,   , XRQA,   0,  14N, 1061E,  50,    0, TS
WP, 32, 2001122618,   , XRQA,   0,  15N, 1057E,  65,    0, TY
WP, 32, 2001122700,   , XRQA,   0,  15N, 1052E,  70,    0, TY
WP, 32, 2001122706,   , XRQA,   0,  15N, 1044E,  75,    0, TY
WP, 32, 2001122712,   , XRQA,   0,  16N, 1038E,  55,    0, TS
WP, 32, 2001122718,   , XRQA,   0,  16N, 1030E,  45,    0, TS
WP, 32, 2001122800,   , XRQA,   0,  17N, 1023E,  30,    0, TD
WP, 32, 2001122806,   , XRQA,   0,  18N, 1014E,  35,    0, TS
WP, 32, 2001122812,   , XRQA,   0,  19N, 1007E,  30,    0, TD
WP, 32, 2001122818,   , XRQA,   0,  20N,  999E,  25,    0, TD
WP, 32, 2001122900,   , XRQA,   0,  23N,  987E,  25,    0, TD
WP, 32, 2001122906,   , XRQA,   0,  26N,  979E,  25,    0, TD
WP, 32, 2001122912,   , XRQA,   0,  28N,  971E,  25,    0, DB
WP, 32, 2001122918,   , XRQA,   0,  33N,  957E,  25,    0, DB
WP, 32, 2001123000,   , XRQA,   0,  38N,  943E,  25,    0, DB
WP, 32, 2001123006,   , XRQA,   0,  41N,  933E,  30,    0, TD
WP, 32, 2001123012,   , XRQA,   0,  44N,  925E,  30,    0, TD
WP, 32, 2001123018,   , XRQA,   0,  46N,  918E,  30,    0, TD
WP, 32, 2001123100,   , XRQA,   0,  46N,  912E,  35,    0, TS
WP, 32, 2001123106,   , XRQA,   0,  45N,  908E,  30,    0, TD
WP, 32, 2001123112,   , XRQA,   0,  42N,  905E,  30,    0, TD
WP, 32, 2001123118,   , XRQA,   0,  38N,  903E,  25,    0, TD
WP, 32, 2002010100,   , XRQA,   0,  34N,  900E,  25,    0, TD
WP, 32, 2002010106,   , XRQA,   0,  32N,  893E,  25,    0, DB
WP, 32, 2002010112,   , XRQA,   0,  31N,  886E,  25,    0, DB
WP, 32, 2002010118,   , XRQA,   0,  30N,  879E,  25,    0, DB
