WP, 14, 2018072000,   , XRQA,   0, 167N, 1573E,  15,    0, DB
WP, 14, 2018072006,   , XRQA,   0, 173N, 1577E,  20,    0, DB
WP, 14, 2018072012,   , XRQA,   0, 181N, 1581E,  20,    0, DB
WP, 14, 2018072018,   , XRQA,   0, 190N, 1584E,  25,    0, TD
WP, 14, 2018072100,   , XRQA,   0, 198N, 1586E,  25,    0, TD
WP, 14, 2018072106,   , XRQA,   0, 205N, 1588E,  30,    0, TD
WP, 14, 2018072112,   , XRQA,   0, 211N, 1589E,  35,    0, TS
WP, 14, 2018072118,   , XRQA,   0, 217N, 1590E,  40,    0, TS
WP, 14, 2018072200,   , XRQA,   0, 221N, 1593E,  45,    0, TS
WP, 14, 2018072206,   , XRQA,   0, 228N, 1595E,  35,    0, TS
WP, 14, 2018072212,   , XRQA,   0, 237N, 1596E,  30,    0, TD
WP, 14, 2018072218,   , XRQA,   0, 245N, 1595E,  40,    0, TS
WP, 14, 2018072300,   , XRQA,   0, 253N, 1594E,  45,    0, TS
WP, 14, 2018072306,   , XRQA,   0, 263N, 1593E,  50,    0, TS
WP, 14, 2018072312,   , XRQA,   0, 272N, 1592E,  55,    0, TS
WP, 14, 2018072318,   , XRQA,   0, 282N, 1591E,  65,    0, TY
WP, 14, 2018072400,   , XRQA,   0, 292N, 1590E,  55,    0, TS
WP, 14, 2018072406,   , XRQA,   0, 301N, 1588E,  50,    0, TS
WP, 14, 2018072412,   , XRQA,   0, 309N, 1586E,  50,    0, TS
WP, 14, 2018072418,   , XRQA,   0, 316N, 1583E,  65,    0, TY
WP, 14, 2018072500,   , XRQA,   0, 326N, 1581E,  75,    0, TY
WP, 14, 2018072506,   , XRQA,   0, 339N, 1578E,  80,    0, TY
WP, 14, 2018072512,   , XRQA,   0, 353N, 1573E,  80,    0, TY
WP, 14, 2018072518,   , XRQA,   0, 370N, 1561E,  65,    0, TY
WP, 14, 2018072600,   , XRQA,   0, 384N, 1547E,  65,    0, TY
WP, 14, 2018072606,   , XRQA,   0, 396N, 1538E,  60,    0, TS
WP, 14, 2018072612,   , XRQA,   0, 412N, 1527E,  45,    0, TS
WP, 14, 2018072618,   , XRQA,   0, 428N, 1522E,  35,    0, SS
WP, 14, 2018072700,   , XRQA,   0, 444N, 1522E,  35,    0, SS
WP, 14, 2018072706,   , XRQA,   0, 458N, 1533E,  30,    0, SS
WP, 14, 2018072712,   , XRQA,   0, 479N, 1557E,  35,    0, EX
WP, 14, 2018072718,   , XRQA,   0, 488N, 1582E,  35,    0, EX
