WP, 15, 2023100506,   , XRQA,   0,  67N, 1575E,  15,    0, DB
WP, 15, 2023100512,   , XRQA,   0,  70N, 1571E,  15,    0, DB
WP, 15, 2023100518,   , XRQA,   0,  75N, 1568E,  20,    0, DB
WP, 15, 2023100600,   , XRQA,   0,  81N, 1565E,  25,    0, TD
WP, 15, 2023100606,   , XRQA,   0,  87N, 1561E,  30,    0, TD
WP, 15, 2023100612,   , XRQA,   0,  92N, 1556E,  35,    0, TS
WP, 15, 2023100618,   , XRQA,   0,  95N, 1551E,  40,    0, TS
WP, 15, 2023100700,   , XRQA,   0,  96N, 1547E,  35,    0, TS
WP, 15, 2023100706,   , XRQA,   0,  97N, 1542E,  40,    0, TS
WP, 15, 2023100712,   , XRQA,   0,  97N, 1538E,  40,    0, TS
WP, 15, 2023100718,   , XRQA,   0,  98N, 1534E,  35,    0, TS
WP, 15, 2023100800,   , XRQA,   0,  98N, 1529E,  45,    0, TS
WP, 15, 2023100806,   , XRQA,   0,  99N, 1525E,  45,    0, TS
WP, 15, 2023100812,   , XRQA,   0, 100N, 1520E,  55,    0, TS
WP, 15, 2023100818,   , XRQA,   0, 103N, 1512E,  65,    0, TY
WP, 15, 2023100900,   , XRQA,   0, 107N, 1503E,  55,    0, TS
WP, 15, 2023100906,   , XRQA,   0, 112N, 1493E,  55,    0, TS
WP, 15, 2023100912,   , XRQA,   0, 119N, 1485E,  50,    0, TS
WP, 15, 2023100918,   , XRQA,   0, 129N, 1476E,  65,    0, TY
WP, 15, 2023101000,   , XRQA,   0, 137N, 1465E,  65,    0, TY
WP, 15, 2023101006,   , XRQA,   0, 143N, 1456E,  55,    0, TS
WP, 15, 2023101012,   , XRQA,   0, 151N, 1450E,  75,    0, TY
WP, 15, 2023101018,   , XRQA,   0, 160N, 1445E, 130,    0, ST
WP, 15, 2023101100,   , XRQA,   0, 171N, 1440E, 155,    0, ST
WP, 15, 2023101106,   , XRQA,   0, 182N, 1434E, 160,    0, ST
WP, 15, 2023101112,   , XRQA,   0, 189N, 1430E, 165,    0, ST
WP, 15, 2023101118,   , XRQA,   0, 197N, 1428E, 160,    0, ST
WP, 15, 2023101200,   , XRQA,   0, 206N, 1430E, 155,    0, ST
WP, 15, 2023101206,   , XRQA,   0, 218N, 1434E, 155,    0, ST
WP, 15, 2023101212,   , XRQA,   0, 227N, 1443E, 155,    0, ST
WP, 15, 2023101218,   , XRQA,   0, 240N, 1454E, 145,    0, ST
WP, 15, 2023101300,   , XRQA,   0, 255N, 1469E, 125,    0, TY
WP, 15, 2023101306,   , XRQA,   0, 272N, 1487E,  95,    0, TY
WP, 15, 2023101312,   , XRQA,   0, 294N, 1508E,  85,    0, TY
WP, 15, 2023101318,   , XRQA,   0, 314N, 1533E,  70,    0, TY
WP, 15, 2023101400,   , XRQA,   0, 342N, 1565E,  55,    0, TS
WP, 15, 2023101406,   , XRQA,   0, 371N, 1603E,  65,    0, EX
WP, 15, 2023101412,   , XRQA,   0, 403N, 1646E,  65,    0, EX
WP, 15, 2023101418,   , XRQA,   0, 429N, 1682E,  65,    0, EX
WP, 15, 2023101500,   , XRQA,   0, 443N, 1714E,  75,    0, EX
WP, 15, 2023101506,   , XRQA,   0, 449N, 1749E,  85,    0, EX
WP, 15, 2023101512,   , XRQA,   0, 453N, 1793E,  85,    0, EX
WP, 15, 2023101518,   , XRQA,   0, 457N, 1772W,  85,    0, EX
