WP, 14, 2023092400,   , XRQA,   0,  99N, 1575E,  15,    0, DB
WP, 14, 2023092406,   , XRQA,   0, 103N, 1568E,  15,    0, DB
WP, 14, 2023092412,   , XRQA,   0, 108N, 1560E,  15,    0, DB
WP, 14, 2023092418,   , XRQA,   0, 112N, 1551E,  15,    0, DB
WP, 14, 2023092500,   , XRQA,   0, 114N, 1538E,  20,    0, DB
WP, 14, 2023092506,   , XRQA,   0, 114N, 1524E,  20,    0, DB
WP, 14, 2023092512,   , XRQA,   0, 115N, 1510E,  20,    0, DB
WP, 14, 2023092518,   , XRQA,   0, 117N, 1497E,  20,    0, DB
WP, 14, 2023092600,   , XRQA,   0, 119N, 1483E,  20,    0, DB
WP, 14, 2023092606,   , XRQA,   0, 121N, 1473E,  20,    0, DB
WP, 14, 2023092612,   , XRQA,   0, 125N, 1465E,  20,    0, DB
WP, 14, 2023092618,   , XRQA,   0, 130N, 1459E,  20,    0, DB
WP, 14, 2023092700,   , XRQA,   0, 135N, 1452E,  25,    0, TD
WP, 14, 2023092706,   , XRQA,   0, 139N, 1446E,  25,    0, TD
WP, 14, 2023092712,   , XRQA,   0, 142N, 1436E,  25,    0, TD
WP, 14, 2023092718,   , XRQA,   0, 147N, 1425E,  25,    0, TD
WP, 14, 2023092800,   , XRQA,   0, 155N, 1412E,  30,    0, TD
WP, 14, 2023092806,   , XRQA,   0, 157N, 1399E,  30,    0, TD
WP, 14, 2023092812,   , XRQA,   0, 158N, 1385E,  30,    0, TD
WP, 14, 2023092818,   , XRQA,   0, 157N, 1372E,  35,    0, TS
WP, 14, 2023092900,   , XRQA,   0, 155N, 1359E,  40,    0, TS
WP, 14, 2023092906,   , XRQA,   0, 154N, 1347E,  45,    0, TS
WP, 14, 2023092912,   , XRQA,   0, 155N, 1337E,  45,    0, TS
WP, 14, 2023092918,   , XRQA,   0, 155N, 1326E,  35,    0, TS
WP, 14, 2023093000,   , XRQA,   0, 154N, 1319E,  45,    0, TS
WP, 14, 2023093006,   , XRQA,   0, 160N, 1313E,  40,    0, TS
WP, 14, 2023093012,   , XRQA,   0, 164N, 1307E,  50,    0, TS
WP, 14, 2023093018,   , XRQA,   0, 169N, 1301E,  60,    0, TS
WP, 14, 2023100100,   , XRQA,   0, 174N, 1295E,  65,    0, TY
WP, 14, 2023100106,   , XRQA,   0, 179N, 1289E,  75,    0, TY
WP, 14, 2023100112,   , XRQA,   0, 183N, 1285E,  85,    0, TY
WP, 14, 2023100118,   , XRQA,   0, 187N, 1280E,  90,    0, TY
WP, 14, 2023100200,   , XRQA,   0, 192N, 1273E, 105,    0, TY
WP, 14, 2023100206,   , XRQA,   0, 196N, 1266E,  95,    0, TY
WP, 14, 2023100212,   , XRQA,   0, 199N, 1262E, 115,    0, TY
WP, 14, 2023100218,   , XRQA,   0, 202N, 1255E, 110,    0, TY
WP, 14, 2023100300,   , XRQA,   0, 205N, 1251E, 100,    0, TY
WP, 14, 2023100306,   , XRQA,   0, 212N, 1249E,  90,    0, TY
WP, 14, 2023100312,   , XRQA,   0, 217N, 1246E,  85,    0, TY
WP, 14, 2023100318,   , XRQA,   0, 220N, 1241E,  95,    0, TY
WP, 14, 2023100400,   , XRQA,   0, 222N, 1235E, 115,    0, TY
WP, 14, 2023100406,   , XRQA,   0, 221N, 1227E, 120,    0, TY
WP, 14, 2023100412,   , XRQA,   0, 220N, 1220E, 115,    0, TY
WP, 14, 2023100418,   , XRQA,   0, 219N, 1213E, 105,    0, TY
WP, 14, 2023100500,   , XRQA,   0, 220N, 1208E,  90,    0, TY
WP, 14, 2023100506,   , XRQA,   0, 221N, 1200E,  75,    0, TY
WP, 14, 2023100512,   , XRQA,   0, 220N, 1191E,  70,    0, TY
WP, 14, 2023100518,   , XRQA,   0, 219N, 1184E,  80,    0, TY
WP, 14, 2023100600,   , XRQA,   0, 218N, 1177E, 105,    0, TY
WP, 14, 2023100606,   , XRQA,   0, 217N, 1169E, 120,    0, TY
WP, 14, 2023100612,   , XRQA,   0, 214N, 1163E, 115,    0, TY
WP, 14, 2023100618,   , XRQA,   0, 212N, 1157E, 115,    0, TY
WP, 14, 2023100700,   , XRQA,   0, 211N, 1154E, 115,    0, TY
WP, 14, 2023100706,   , XRQA,   0, 212N, 1152E, 105,    0, TY
WP, 14, 2023100712,   , XRQA,   0, 213N, 1151E,  90,    0, TY
WP, 14, 2023100718,   , XRQA,   0, 214N, 1149E,  90,    0, TY
WP, 14, 2023100800,   , XRQA,   0, 215N, 1146E,  95,    0, TY
WP, 14, 2023100806,   , XRQA,   0, 216N, 1143E,  80,    0, TY
WP, 14, 2023100812,   , XRQA,   0, 217N, 1140E,  65,    0, TY
WP, 14, 2023100818,   , XRQA,   0, 218N, 1137E,  65,    0, TY
WP, 14, 2023100900,   , XRQA,   0, 217N, 1133E,  45,    0, TS
WP, 14, 2023100906,   , XRQA,   0, 215N, 1127E,  30,    0, TD
WP, 14, 2023100912,   , XRQA,   0, 212N, 1124E,  30,    0, TD
WP, 14, 2023100918,   , XRQA,   0, 209N, 1119E,  35,    0, TS
WP, 14, 2023101000,   , XRQA,   0, 206N, 1113E,  30,    0, TD
WP, 14, 2023101006,   , XRQA,   0, 203N, 1110E,  25,    0, TD
WP, 14, 2023101012,   , XRQA,   0, 201N, 1109E,  20,    0, DB
WP, 14, 2023101018,   , XRQA,   0, 199N, 1109E,  20,    0, DB
