WP, 02, 2023051800,   , XRQA,   0,  54N, 1509E,  15,    0, DB
WP, 02, 2023051806,   , XRQA,   0,  50N, 1506E,  15,    0, DB
WP, 02, 2023051812,   , XRQA,   0,  47N, 1504E,  20,    0, DB
WP, 02, 2023051818,   , XRQA,   0,  45N, 1501E,  20,    0, DB
WP, 02, 2023051900,   , XRQA,   0,  44N, 1497E,  25,    0, TD
WP, 02, 2023051906,   , XRQA,   0,  43N, 1493E,  25,    0, TD
WP, 02, 2023051912,   , XRQA,   0,  46N, 1491E,  30,    0, TD
WP, 02, 2023051918,   , XRQA,   0,  51N, 1493E,  30,    0, TD
WP, 02, 2023052000,   , XRQA,   0,  55N, 1494E,  35,    0, TS
WP, 02, 2023052006,   , XRQA,   0,  58N, 1493E,  40,    0, TS
WP, 02, 2023052012,   , XRQA,   0,  61N, 1492E,  50,    0, TS
WP, 02, 2023052018,   , XRQA,   0,  65N, 1490E,  50,    0, TS
WP, 02, 2023052100,   , XRQA,   0,  70N, 1488E,  60,    0, TS
WP, 02, 2023052106,   , XRQA,   0,  75N, 1483E,  55,    0, TS
WP, 02, 2023052112,   , XRQA,   0,  78N, 1479E,  50,    0, TS
WP, 02, 2023052118,   , XRQA,   0,  82N, 1476E,  60,    0, TS
WP, 02, 2023052200,   , XRQA,   0,  88N, 1473E,  70,    0, TY
WP, 02, 2023052206,   , XRQA,   0,  94N, 1470E,  75,    0, TY
WP, 02, 2023052212,   , XRQA,   0,  99N, 1469E,  85,    0, TY
WP, 02, 2023052218,   , XRQA,   0, 105N, 1469E, 105,    0, TY
WP, 02, 2023052300,   , XRQA,   0, 112N, 1469E, 115,    0, TY
WP, 02, 2023052306,   , XRQA,   0, 118N, 1465E, 140,    0, ST
WP, 02, 2023052312,   , XRQA,   0, 122N, 1460E, 135,    0, ST
WP, 02, 2023052318,   , XRQA,   0, 125N, 1457E, 115,    0, TY
WP, 02, 2023052400,   , XRQA,   0, 130N, 1456E, 105,    0, TY
WP, 02, 2023052406,   , XRQA,   0, 136N, 1452E, 115,    0, TY
WP, 02, 2023052412,   , XRQA,   0, 138N, 1447E, 115,    0, TY
WP, 02, 2023052418,   , XRQA,   0, 141N, 1441E, 120,    0, TY
WP, 02, 2023052500,   , XRQA,   0, 142N, 1435E, 130,    0, ST
WP, 02, 2023052506,   , XRQA,   0, 145N, 1428E, 150,    0, ST
WP, 02, 2023052512,   , XRQA,   0, 147N, 1415E, 155,    0, ST
WP, 02, 2023052518,   , XRQA,   0, 149N, 1404E, 155,    0, ST
WP, 02, 2023052600,   , XRQA,   0, 151N, 1392E, 160,    0, ST
WP, 02, 2023052606,   , XRQA,   0, 153N, 1379E, 145,    0, ST
WP, 02, 2023052612,   , XRQA,   0, 157N, 1365E, 140,    0, ST
WP, 02, 2023052618,   , XRQA,   0, 160N, 1349E, 130,    0, ST
WP, 02, 2023052700,   , XRQA,   0, 164N, 1335E, 115,    0, TY
WP, 02, 2023052706,   , XRQA,   0, 166N, 1322E, 105,    0, TY
WP, 02, 2023052712,   , XRQA,   0, 168N, 1309E, 100,    0, TY
WP, 02, 2023052718,   , XRQA,   0, 171N, 1297E,  90,    0, TY
WP, 02, 2023052800,   , XRQA,   0, 172N, 1287E,  90,    0, TY
WP, 02, 2023052806,   , XRQA,   0, 176N, 1279E,  90,    0, TY
WP, 02, 2023052812,   , XRQA,   0, 180N, 1274E,  95,    0, TY
WP, 02, 2023052818,   , XRQA,   0, 186N, 1267E,  95,    0, TY
WP, 02, 2023052900,   , XRQA,   0, 190N, 1262E, 105,    0, TY
WP, 02, 2023052906,   , XRQA,   0, 194N, 1258E, 100,    0, TY
WP, 02, 2023052912,   , XRQA,   0, 197N, 1256E,  75,    0, TY
WP, 02, 2023052918,   , XRQA,   0, 201N, 1254E,  65,    0, TY
WP, 02, 2023053000,   , XRQA,   0, 204N, 1251E,  70,    0, TY
WP, 02, 2023053006,   , XRQA,   0, 206N, 1250E,  70,    0, TY
WP, 02, 2023053012,   , XRQA,   0, 208N, 1249E,  70,    0, TY
WP, 02, 2023053018,   , XRQA,   0, 212N, 1250E,  75,    0, TY
WP, 02, 2023053100,   , XRQA,   0, 215N, 1251E,  65,    0, TY
WP, 02, 2023053106,   , XRQA,   0, 222N, 1253E,  70,    0, TY
WP, 02, 2023053112,   , XRQA,   0, 227N, 1254E,  70,    0, TY
WP, 02, 2023053118,   , XRQA,   0, 235N, 1255E,  60,    0, TS
WP, 02, 2023060100,   , XRQA,   0, 242N, 1258E,  55,    0, TS
WP, 02, 2023060106,   , XRQA,   0, 249N, 1262E,  65,    0, TY
WP, 02, 2023060112,   , XRQA,   0, 258N, 1272E,  60,    0, TS
WP, 02, 2023060118,   , XRQA,   0, 268N, 1281E,  60,    0, TS
WP, 02, 2023060200,   , XRQA,   0, 275N, 1295E,  55,    0, TS
WP, 02, 2023060206,   , XRQA,   0, 283N, 1312E,  55,    0, TS
WP, 02, 2023060212,   , XRQA,   0, 289N, 1330E,  45,    0, TS
WP, 02, 2023060218,   , XRQA,   0, 297N, 1352E,  45,    0, EX
WP, 02, 2023060300,   , XRQA,   0, 307N, 1379E,  45,    0, EX
WP, 02, 2023060306,   , XRQA,   0, 325N, 1410E,  45,    0, EX
WP, 02, 2023060312,   , XRQA,   0, 340N, 1444E,  45,    0, EX
WP, 02, 2023060318,   , XRQA,   0, 357N, 1475E,  45,    0, EX
