WP, 10, 2000071900,   , XRQA,   0, 116N, 1330E,  20,    0, DB
WP, 10, 2000071906,   , XRQA,   0, 117N, 1327E,  20,    0, DB
WP, 10, 2000071912,   , XRQA,   0, 119N, 1322E,  20,    0, DB
WP, 10, 2000071918,   , XRQA,   0, 122N, 1318E,  20,    0, DB
WP, 10, 2000072000,   , XRQA,   0, 125N, 1313E,  20,    0, DB
WP, 10, 2000072006,   , XRQA,   0, 131N, 1309E,  20,    0, DB
WP, 10, 2000072012,   , XRQA,   0, 138N, 1304E,  20,    0, DB
WP, 10, 2000072018,   , XRQA,   0, 144N, 1297E,  20,    0, DB
WP, 10, 2000072100,   , XRQA,   0, 151N, 1291E,  20,    0, DB
WP, 10, 2000072106,   , XRQA,   0, 158N, 1283E,  20,    0, DB
WP, 10, 2000072112,   , XRQA,   0, 167N, 1275E,  20,    0, DB
WP, 10, 2000072118,   , XRQA,   0, 171N, 1267E,  25,    0, TD
WP, 10, 2000072200,   , XRQA,   0, 171N, 1259E,  25,    0, TD
WP, 10, 2000072206,   , XRQA,   0, 172N, 1252E,  25,    0, TD
WP, 10, 2000072212,   , XRQA,   0, 173N, 1246E,  25,    0, TD
WP, 10, 2000072218,   , XRQA,   0, 174N, 1239E,  30,    0, TD
WP, 10, 2000072300,   , XRQA,   0, 175N, 1235E,  30,    0, TD
WP, 10, 2000072306,   , XRQA,   0, 177N, 1234E,  30,    0, TD
WP, 10, 2000072312,   , XRQA,   0, 180N, 1233E,  30,    0, TD
WP, 10, 2000072318,   , XRQA,   0, 185N, 1234E,  35,    0, TS
WP, 10, 2000072400,   , XRQA,   0, 190N, 1236E,  40,    0, TS
WP, 10, 2000072406,   , XRQA,   0, 199N, 1239E,  40,    0, TS
WP, 10, 2000072412,   , XRQA,   0, 209N, 1240E,  30,    0, TD
WP, 10, 2000072418,   , XRQA,   0, 221N, 1246E,  30,    0, TD
WP, 10, 2000072500,   , XRQA,   0, 232N, 1252E,  35,    0, TS
WP, 10, 2000072506,   , XRQA,   0, 242N, 1257E,  35,    0, TS
WP, 10, 2000072512,   , XRQA,   0, 249N, 1264E,  30,    0, TD
WP, 10, 2000072518,   , XRQA,   0, 253N, 1272E,  40,    0, TS
WP, 10, 2000072600,   , XRQA,   0, 256N, 1283E,  45,    0, TS
WP, 10, 2000072606,   , XRQA,   0, 261N, 1291E,  45,    0, TS
WP, 10, 2000072612,   , XRQA,   0, 263N, 1297E,  50,    0, TS
WP, 10, 2000072618,   , XRQA,   0, 268N, 1299E,  60,    0, TS
WP, 10, 2000072700,   , XRQA,   0, 271N, 1299E,  65,    0, TY
WP, 10, 2000072706,   , XRQA,   0, 272N, 1298E,  60,    0, TS
WP, 10, 2000072712,   , XRQA,   0, 273N, 1295E,  60,    0, TS
WP, 10, 2000072718,   , XRQA,   0, 274N, 1293E,  65,    0, TY
WP, 10, 2000072800,   , XRQA,   0, 277N, 1292E,  55,    0, TS
WP, 10, 2000072806,   , XRQA,   0, 280N, 1290E,  45,    0, TS
WP, 10, 2000072812,   , XRQA,   0, 282N, 1289E,  45,    0, TS
WP, 10, 2000072818,   , XRQA,   0, 284N, 1288E,  45,    0, TS
WP, 10, 2000072900,   , XRQA,   0, 287N, 1286E,  40,    0, TS
WP, 10, 2000072906,   , XRQA,   0, 293N, 1285E,  45,    0, TS
WP, 10, 2000072912,   , XRQA,   0, 302N, 1285E,  40,    0, TS
WP, 10, 2000072918,   , XRQA,   0, 309N, 1286E,  35,    0, TS
WP, 10, 2000073000,   , XRQA,   0, 318N, 1286E,  35,    0, TS
WP, 10, 2000073006,   , XRQA,   0, 328N, 1286E,  40,    0, TS
WP, 10, 2000073012,   , XRQA,   0, 337N, 1287E,  45,    0, TS
WP, 10, 2000073018,   , XRQA,   0, 347N, 1290E,  50,    0, TS
WP, 10, 2000073100,   , XRQA,   0, 359N, 1297E,  40,    0, TS
WP, 10, 2000073106,   , XRQA,   0, 379N, 1310E,  35,    0, TS
WP, 10, 2000073112,   , XRQA,   0, 408N, 1327E,  35,    0, EX
WP, 10, 2000073118,   , XRQA,   0, 422N, 1339E,  35,    0, EX
WP, 10, 2000080100,   , XRQA,   0, 435N, 1351E,  35,    0, EX
WP, 10, 2000080106,   , XRQA,   0, 447N, 1373E,  35,    0, EX
WP, 10, 2000080112,   , XRQA,   0, 459N, 1397E,  30,    0, EX
WP, 10, 2000080118,   , XRQA,   0, 473N, 1418E,  30,    0, EX
WP, 10, 2000080200,   , XRQA,   0, 479N, 1442E,  30,    0, EX
WP, 10, 2000080206,   , XRQA,   0, 484N, 1478E,  30,    0, EX
