WP, 30, 2000102400,   , XRQA,   0,  80N, 1425E,  20,    0, DB
WP, 30, 2000102406,   , XRQA,   0,  81N, 1414E,  25,    0, TD
WP, 30, 2000102412,   , XRQA,   0,  82N, 1403E,  30,    0, TD
WP, 30, 2000102418,   , XRQA,   0,  83N, 1393E,  35,    0, TS
WP, 30, 2000102500,   , XRQA,   0,  84N, 1381E,  40,    0, TS
WP, 30, 2000102506,   , XRQA,   0,  86N, 1370E,  45,    0, TS
WP, 30, 2000102512,   , XRQA,   0,  89N, 1357E,  45,    0, TS
WP, 30, 2000102518,   , XRQA,   0,  93N, 1343E,  50,    0, TS
WP, 30, 2000102600,   , XRQA,   0,  99N, 1331E,  45,    0, TS
WP, 30, 2000102606,   , XRQA,   0, 102N, 1314E,  50,    0, TS
WP, 30, 2000102612,   , XRQA,   0, 107N, 1301E,  55,    0, TS
WP, 30, 2000102618,   , XRQA,   0, 112N, 1289E,  65,    0, TY
WP, 30, 2000102700,   , XRQA,   0, 120N, 1279E,  65,    0, TY
WP, 30, 2000102706,   , XRQA,   0, 125N, 1262E,  70,    0, TY
WP, 30, 2000102712,   , XRQA,   0, 133N, 1249E,  80,    0, TY
WP, 30, 2000102718,   , XRQA,   0, 136N, 1236E,  85,    0, TY
WP, 30, 2000102800,   , XRQA,   0, 138N, 1224E,  70,    0, TY
WP, 30, 2000102806,   , XRQA,   0, 142N, 1214E,  50,    0, TS
WP, 30, 2000102812,   , XRQA,   0, 146N, 1206E,  40,    0, TS
WP, 30, 2000102818,   , XRQA,   0, 153N, 1199E,  45,    0, TS
WP, 30, 2000102900,   , XRQA,   0, 158N, 1191E,  50,    0, TS
WP, 30, 2000102906,   , XRQA,   0, 159N, 1183E,  50,    0, TS
WP, 30, 2000102912,   , XRQA,   0, 160N, 1180E,  55,    0, TS
WP, 30, 2000102918,   , XRQA,   0, 162N, 1180E,  70,    0, TY
WP, 30, 2000103000,   , XRQA,   0, 165N, 1183E,  85,    0, TY
WP, 30, 2000103006,   , XRQA,   0, 167N, 1187E,  85,    0, TY
WP, 30, 2000103012,   , XRQA,   0, 172N, 1192E,  75,    0, TY
WP, 30, 2000103018,   , XRQA,   0, 180N, 1195E,  80,    0, TY
WP, 30, 2000103100,   , XRQA,   0, 186N, 1197E,  90,    0, TY
WP, 30, 2000103106,   , XRQA,   0, 196N, 1202E,  90,    0, TY
WP, 30, 2000103112,   , XRQA,   0, 209N, 1206E, 100,    0, TY
WP, 30, 2000103118,   , XRQA,   0, 224N, 1212E,  75,    0, TY
WP, 30, 2000110100,   , XRQA,   0, 242N, 1220E,  50,    0, TS
WP, 30, 2000110106,   , XRQA,   0, 262N, 1230E,  40,    0, TS
WP, 30, 2000110112,   , XRQA,   0, 288N, 1257E,  45,    0, EX
WP, 30, 2000110118,   , XRQA,   0, 312N, 1290E,  45,    0, EX
WP, 30, 2000110200,   , XRQA,   0, 327N, 1318E,  45,    0, EX
WP, 30, 2000110206,   , XRQA,   0, 334N, 1349E,  45,    0, EX
WP, 30, 2000110212,   , XRQA,   0, 348N, 1375E,  45,    0, EX
WP, 30, 2000110218,   , XRQA,   0, 364N, 1404E,  45,    0, EX
