WP, 16, 2000081312,   , XRQA,   0, 274N, 1778E,  20,    0, DB
WP, 16, 2000081318,   , XRQA,   0, 281N, 1783E,  20,    0, DB
WP, 16, 2000081400,   , XRQA,   0, 289N, 1789E,  25,    0, TD
WP, 16, 2000081406,   , XRQA,   0, 301N, 1793E,  25,    0, TD
WP, 16, 2000081412,   , XRQA,   0, 313N, 1796E,  30,    0, TD
WP, 16, 2000081418,   , XRQA,   0, 320N, 1794E,  35,    0, TS
WP, 16, 2000081500,   , XRQA,   0, 325N, 1795E,  35,    0, TS
WP, 16, 2000081506,   , XRQA,   0, 329N, 1798E,  40,    0, TS
WP, 16, 2000081512,   , XRQA,   0, 334N, 1798W,  30,    0, TD
WP, 16, 2000081518,   , XRQA,   0, 337N, 1791W,  30,    0, TD
WP, 16, 2000081600,   , XRQA,   0, 343N, 1785W,  40,    0, TS
WP, 16, 2000081606,   , XRQA,   0, 353N, 1778W,  45,    0, TS
WP, 16, 2000081612,   , XRQA,   0, 364N, 1774W,  50,    0, TS
WP, 16, 2000081618,   , XRQA,   0, 376N, 1769W,  45,    0, TS
WP, 16, 2000081700,   , XRQA,   0, 390N, 1764W,  45,    0, TS
WP, 16, 2000081706,   , XRQA,   0, 402N, 1760W,  40,    0, SS
WP, 16, 2000081712,   , XRQA,   0, 415N, 1745W,  40,    0, SS
WP, 16, 2000081718,   , XRQA,   0, 427N, 1729W,  40,    0, EX
WP, 16, 2000081800,   , XRQA,   0, 442N, 1704W,  45,    0, EX
WP, 16, 2000081806,   , XRQA,   0, 458N, 1683W,  45,    0, EX
